"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.1153066.1155147",0,-0.986506813506812,0,-0.969558940647659,0
"CM002236.1.1156534.1158645",0,0,0,0,0
"CM002236.1.1159011.1160654",0,0,0,0,0
"CM002236.1.1163362.1165206",0,0,0,-0.716557331076619,0
"CM002236.1.1165503.1167190",0,0,0,0,0
"CM002236.1.1166907.1166989",0,0,0,0,0
"CM002236.1.1167266.1169263",0,0,0,0,0
"CM002236.1.1169720.1172483",0,0,0,0,0
"CM002236.1.1172475.1176506",0,0,0,0,0
"CM002236.1.1177733.1181278",0,0,0,0,0
"CM002236.1.1187277.1193033",0,0,0,0,0
"CM002236.1.1193567.1197315",0,0,0,0,0
"CM002236.1.1197634.1199474",0,0,0,0,0
"CM002236.1.1199892.1201414",0,-0.839949912359713,0,-0.816968081665184,0
"CM002236.1.1201436.1202856",0,-0.733917566243768,0,-0.872768167457311,0
"CM002236.1.1203256.1207192",-0.871334256109474,-0.87039843463778,-0.717466767180912,-1.21253286596612,0
"CM002236.1.1232082.1237074",0,-0.743049187884333,0,-0.993150239465687,0
"CM002236.1.1235502.1237073",-1.2184729125,-1.91170439378619,-1.39595121841542,-2.39859113160068,-1.41708433288042
"CM002236.1.1238097.1239971",0,0.650691046402874,0,0,0
"CM002236.1.1240211.1246262",0,0,0,-0.789525675510115,0
"CM002236.1.1246769.1251361",0,0,0,0,0
"CM002236.1.1253809.1257287",0,0,0,0,0
"CM002236.1.1257684.1260160",0,0,0,0,0
"CM002236.1.1260006.1261315",0,0,0,0,0
"CM002236.1.1261770.1264189",0,0,0,0,0
"CM002236.1.1264458.1265632",0,-1.03388211717018,0,-1.18275297062468,0
"CM002236.1.1266587.1267870",0,0,0,-0.911309747494861,0
"CM002236.1.1268156.1269998",0,0,0,-0.816253360526389,0
"CM002236.1.1270900.1277586",0,0,0,-0.691626106707849,0
"CM002236.1.1277759.1278636",-0.819845503408419,-0.709408662914088,0,0,0
"CM002236.1.1280530.1281622",0,-0.865292184250778,0,-0.97661987955812,0
"CM002236.1.1283562.1284354",-1.33619118657045,-1.40087009131919,-0.91689912435799,-1.35019405275126,-1.03732555142239
"CM002236.1.1284305.1287607",0,-0.619147517277465,0,-0.667172071796596,0
"CM002236.1.1288053.1290439",0,0,0,-0.700708823502412,0
"CM002236.1.1290548.1292457",0,0,0,0,0
"CM002236.1.1294507.1296535",0,0,0,0,0
"CM002236.1.1296573.1298202",0,0,0,-0.699655769502994,0
"CM002236.1.1298091.1299820",0,0,0,-0.69343519422609,0
