"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002238.1.4767459.4769023",-2.02144568989385,-2.32888342865904,-1.75099353948223,-2.21348924096498,-1.70498930315747
"CM002238.1.4769936.4770464",-1.62924957652333,-2.34729523168632,-1.63908628013382,-1.67147987518977,-1.3371864394396
"CM002238.1.4772092.4772442",-1.78972471645556,-2.30254919245664,-1.09425702176286,-1.46228680995696,-1.17102734437922
"CM002238.1.4773153.4773851",-2.2097254126139,-1.85753836719963,-1.5727768158365,-1.91138899347923,-1.37087983877285
"CM002238.1.4775945.4776607",-1.97828759141528,-2.02051645727391,-1.60515520743886,-1.84018545487377,-1.48797913202177
"CM002238.1.4778022.4779106",-1.90239513962374,-2.27836088269483,-1.6558257903505,-2.35715972200218,-1.57694050118412
"CM002238.1.4780590.4781498",-2.39448034843382,-2.20688711658277,-1.73737111228651,-2.13999532215098,-1.66565080475132
"CM002238.1.4782347.4783813",-1.66193166426109,-2.0805449429274,-1.54636478168034,-2.34489041066726,-1.35474292139804
"CM002238.1.4786332.4787613",-1.95335605966182,-2.54015333138329,-1.55931318843967,-2.23604759932124,-1.38114836837858
"CM002238.1.4788657.4789684",-2.11891707920995,-2.17720327254868,-1.62525145537597,-2.14167420167883,-1.44608781176511
"CM002238.1.4788837.4790187",-2.20501372817248,-2.3470252503482,-1.71678315021337,-2.14675367256329,-1.69763095775678
"CM002238.1.4791552.4792371",-2.10240576812928,-2.7193092174974,-1.74586635333483,-2.14327824271819,-1.55355923616722
"CM002238.1.4794103.4794463",-2.51235432111711,-2.25078688396507,-2.03317235669142,-2.59243418046642,-2.11223342677401
"CM002238.1.4795016.4795815",-1.96593640920474,-1.93754146170412,-1.67631712272594,-1.52418152533165,-1.08624666885325
"CM002238.1.4797219.4798623",-1.69092103063881,-2.01947050932295,-1.67753054785862,-1.90272724695668,-1.38588666855136
"CM002238.1.4800160.4800732",-1.53597304420631,-1.87988221982179,-1.44113935133263,-1.90337346265676,-0.771380267818218
"CM002238.1.4802862.4804759",-1.86733704827036,-2.53123951003445,-1.73147654160649,-2.05874709599821,-1.40608066795908
"CM002238.1.4807035.4808227",-2.08663905931749,-2.02822100936639,-1.74221417020771,-2.10402734372116,-1.17998764548451
"CM002238.1.4809122.4810856",-1.73061951105452,-2.09228042808885,-1.70258979389035,-2.07725137865898,-1.79650898817872
"CM002238.1.4811605.4812655",-1.9558557662102,-2.23656749174451,-1.49368179568654,-1.870625643543,-1.62299663677283
"CM002238.1.4815060.4816061",-2.04384388786979,-2.17232283658528,-1.57892198077941,-2.21686299278216,-1.44694185504106
"CM002238.1.4818972.4820221",-2.02027782807815,-2.56471537606214,-1.90865402719561,-2.1800991453916,-1.70347544314514
"CM002238.1.4820892.4822548",-1.89404728121941,-1.91823877187987,-1.81661205195348,-2.35849194531923,-1.4918438741523
"CM002238.1.4823695.4824538",-2.17824772654355,-2.15465091241529,-1.67288170892715,-1.99540462926345,-1.17565923362232
"CM002238.1.4825345.4825846",-2.05511622721618,-2.15340104253058,-1.3367783860282,-1.80692236499308,-1.19747517676036
"CM002238.1.4826687.4827377",-2.10004511525542,-2.10274488154066,-1.40875716033302,-1.56075240063863,-1.13876116040655
"CM002238.1.4857481.4857922",-2.15467055381378,-1.8429987099815,-1.57572275491458,-1.37705531358151,-1.07272538024521
"CM002238.1.4858978.4859825",-1.80824171605783,-2.20572842764306,-1.54895873728507,-2.10119984535573,-1.2367567600754
"CM002238.1.4860631.4861381",-2.01513619604818,-2.40031603046157,-1.88423820566065,-1.86064621902771,-1.54190071645581
"CM002238.1.4861542.4862238",-2.2053333319894,-2.37245799390089,-1.56640219040276,-2.02352536005534,-1.20195029483153
"CM002238.1.4862926.4864049",-2.22431961071535,-2.51289177155587,-1.75417203139904,-2.27417357139236,-1.64696129936961
"CM002238.1.4868986.4869940",-1.71527135400797,-2.06120298112087,-1.55893340709953,-1.82087287057558,-1.24287571164506
"CM002238.1.4870399.4871284",-1.79018293355465,-1.87571347568769,-1.4545760363001,-1.84446927124275,-1.56159630464667
"CM002238.1.4872419.4872943",-1.88030482130948,-1.92520770435209,-0.825338529968997,0,0
"CM002238.1.4873985.4874990",-1.26876263699421,-0.923093633223744,1.05978285036949,1.45866036522427,2.48104854396141
"CM002238.1.4876326.4878077",-1.8684812314162,-2.13010101990445,-1.64931229196602,-1.88975077113941,-1.58888802356813
"CM002238.1.4927312.4929808",-1.83534195813565,-2.02127547409494,-1.60460965889932,-1.86177930478204,-1.592894421111
"CM002238.1.4961443.4962886",-0.726750861649773,0,0.644313887002485,2.16304961833018,0
"CM002238.1.4964707.4965894",-1.70216247776609,-2.00220226043326,-1.52807016689012,-1.78226055228881,-1.53064207887274
"CM002238.1.4967091.4968477",-2.27716280779925,-1.72302851099331,-1.07244774312207,0,-1.3560295675493
