"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002239.1.327901.328200",-0.3492045915819,-0.415804108663601,-0.180151945491717,-3.53735050520523,-0.649640387950687
"CM002239.1.329701.330000",-0.227676944524874,-0.33748675998943,-0.634756191195808,-3.82976226599671,-0.974007013061525
"CM002239.1.330001.330300",-0.277245861844494,-0.333195207815989,-1.06086830864964,-3.51121410393615,-0.654739145171768
"CM002239.1.331801.332100",-1.53400934363158,-1.08473363606118,-2.43637026413004,-3.64401721108175,-1.1498251005212
"CM002239.1.335401.335700",-0.557517426204887,-0.40851275162484,-1.61081531925887,-3.88310290709602,-0.931224860732386
"CM002239.1.335701.336000",-0.951678599596798,-0.488234144930045,-1.6683320874323,-3.84020034147941,-0.994646401548391
"CM002239.1.339901.340200",-0.894573117569393,-0.700873610644583,-3.47264336138155,-3.79649640968465,-0.617038325898822
"CM002239.1.343501.343800",-1.07432879530852,-1.18203805054103,-3.91404997969596,-3.62331164209295,-0.558114775691212
"CM002239.1.343801.344100",-1.40244234746767,-1.09841030185658,-3.55677693775969,-3.09649546413149,-0.415816156659279
"CM002239.1.345001.345300",-1.59397333268561,-1.3450907743399,-3.19528180669881,-2.32676182185998,0.0475765805894919
"CM002239.1.348601.348900",-1.81279569614966,-1.93461720798795,-4.59390225104581,-3.59398893179127,-0.503339774161033
"CM002239.1.348901.349200",-2.14187510828712,-1.90634780085743,-4.87720069816056,-4.10318750402104,-0.445978501359966
"CM002239.1.353701.354000",-1.96242257832485,-1.64363824710153,-4.46096731444637,-4.19063086981639,-0.952419156888522
"CM002239.1.360001.360300",-1.40342326496544,-1.41828714590957,-3.71991736435753,-3.56006712633465,-0.80198025306783
"CM002239.1.360301.360600",-1.65180688825703,-1.66067336616183,-4.1576268000424,-3.67746703062912,-0.778830519052149
"CM002239.1.361201.361500",-1.46413104804892,-1.24739862411403,-4.82310652140683,-4.09692065256788,-0.802851979130213
"CM002239.1.361501.361800",-1.14077208834991,-1.04687594237252,-4.07131378161978,-3.51118764871653,-0.730342659310999
"CM002239.1.373801.374100",-0.805687315133626,-0.702478362636529,-3.26428755085703,-3.8563729754909,-1.08897032680534
"CM002239.1.374101.374400",-0.746134452802014,-1.02101931516441,-3.35121825548841,-4.29351157959387,-1.14124675367012
"CM002239.1.375901.376200",-1.18217854910418,-1.13824499187859,-2.8963218158562,-3.57891904753417,-0.635730675216482
"CM002239.1.376201.376500",-0.791074859155814,-0.834079841889344,-2.83688255036176,-3.70788723601625,-0.63056846233797
"CM002239.1.377701.378000",-0.793204134306609,-0.491583967037209,-1.87148507028479,-3.76991457544639,-0.784127336006209
"CM002239.1.380401.380700",-0.39817069265127,-0.287929968863418,-1.42945706509751,-3.53447067278595,-0.724429694815815
"CM002239.1.380701.381000",-0.748888602685636,-0.673910277569603,-1.3129696420709,-4.16864541577949,-0.891268229123768
"CM002239.1.387601.387900",-0.611849844413085,-0.49144191454838,-1.36355832466126,-3.97244891056388,-1.01270403752187
"CM002239.1.389701.390000",-0.91754788569967,-0.925255816116593,-0.880193468803487,-3.58385251329406,-0.617849796236658
"CM002239.1.390001.390300",-1.03482418036711,-0.842786357947587,-1.39698665215362,-3.47506330617995,-0.24224647388916
"CM002239.1.391501.391800",-1.60775326446359,-1.24135398922242,-2.36986389287166,-3.21125711841113,-0.264216952178827
"CM002239.1.393001.393300",-2.05910316972414,-1.45542489387419,-2.83664306459941,-3.43515323758123,-0.603647603028833
"CM002239.1.393301.393600",-2.16181684311787,-1.56536558711795,-3.10715284407636,-3.57405155366639,-0.487118475695391
"CM002239.1.409801.410100",-1.33659575678901,-1.24005505858872,-3.06000484910926,-3.04948978081443,-0.0967891084218375
